0.850000; 9
0.850000; 9
0.850000; 9
0.500000; 5
18.000000; 0
1.000000; 0
3.000000; 0
0.002000; 1
0.002000; 1
0.000020; 1
0.000010; 1
0.000000; 1
10.050000; 0
0.990000; 30
0.990000; 30
0.920000; 13
0.926000; 13
0.999900; 0
0.990000; 30
0.850000; 9
0.850000; 11
0.850000; 9
0.850000; 9
0.850000; 22
0.850000; 22
0.850000; 22
0.850000; 21
0.850000; 27
0.850000; 28
0.850000; 28
0.850000; 28
0.850000; 28
0.850000; 23
0.850000; 23
0.850000; 21
0.850000; 21
0.850000; 21
0.850000; 21
0.850000; 21
0.850000; 21
0.850000; 21
0.850000; 21
0.850000; 21
0.850000; 21
0.850000; 21
0.850000; 21
0.850000; 21
0.850000; 21
0.850000; 21
0.850000; 21
0.850000; 22
0.850000; 22
0.850000; 22
0.850000; 21
0.850000; 21
0.850000; 24
0.850000; 27
0.850000; 21
0.850000; 19
0.850000; 19
0.850000; 19
0.850000; 21
0.850000; 23
0.850000; 23
0.850000; 23
0.850000; 18
0.850000; 18
0.850000; 23
0.850000; 21
0.850000; 23
0.850000; 0
0.850000; 0
0.850000; 0
0.850000; 0
0.850000; 99
0.850000; 0
0.850000; 0
0.850000; 0
0.850000; 0
0.850000; 0
0.850000; 0
0.850000; 0
0.850000; 23
0.850000; 23
0.850000; 22
0.850000; 27
0.850000; 3
0.850000; 22
0.850000; 0
0.850000; 26
0.850000; 23
0.850000; 23
0.850000; 18
0.850000; 9
0.850000; 10
0.850000; 3
0.850000; 5
0.850000; 18
0.850000; 18
0.850000; 18
0.850000; 18
0.850000; 18
0.850000; 18
0.850000; 18
0.850000; 18
0.850000; 18
0.850000; 18
0.850000; 18
0.850000; 18
0.850000; 23
0.850000; 8
0.850000; 10
0.850000; 73
0.850000; 74
0.850000; 19
0.850000; 18
0.850000; 21
0.850000; 21
0.850000; 98
0.850000; 21
0.850000; 98
0.850000; 21
0.850000; 21
0.850000; 21
0.850000; 21
0.850000; 9
0.850000; 21
0.850000; 9
0.850000; 9
0.850000; 9
0.850000; 8
0.850000; 21
0.850000; 8
0.850000; 21
0.850000; 21
0.850000; 3
0.850000; 18
0.850000; 9
0.850000; 8
0.850000; 8
0.850000; 8
0.850000; 8
0.850000; 8
0.850000; 8
0.850000; 8
0.850000; 8
0.850000; 8
0.850000; 8
0.850000; 21
0.850000; 9
0.850000; 21
0.850000; 21
0.850000; 21
0.850000; 18
0.850000; 18
0.850000; 18
0.850000; 21
0.850000; 3
0.850000; 3
0.850000; 3
0.850000; 3
0.850000; 21
0.850000; 21
0.850000; 21
0.850000; 3
0.850000; 18
0.850000; 18
0.850000; 18
